,player,date,opp,result,min,fgm-a,3pm-a,ftm-a,oreb,dreb,reb,ast,stl,blk,to,pf,pts
0,tamera-young,"SEP 03, 2017",ATL @ PHO,L,19,2 - 4,1 - 2,0 - 2,0,3,3,0,0,0,0,4,5
1,tamera-young,"SEP 01, 2017",ATL @ LAS,L,16,2 - 5,1 - 1,4 - 4,0,3,3,1,0,1,0,1,9
2,tamera-young,"AUG 26, 2017",ATL vs. IND,W,8,1 - 2,0 - 0,0 - 0,0,1,1,0,0,0,0,0,2
3,tamera-young,"AUG 23, 2017",ATL vs. SEA,W,3,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
4,tamera-young,"AUG 19, 2017",ATL @ DAL,L,12,0 - 1,0 - 0,0 - 0,0,2,2,1,1,1,1,1,0
5,tamera-young,"AUG 15, 2017",ATL vs. CON,L,31,6 - 14,0 - 0,2 - 5,3,2,5,1,1,0,1,0,14
6,tamera-young,"AUG 12, 2017",ATL @ SAN,L,27,0 - 6,0 - 0,0 - 0,2,4,6,1,0,0,2,3,0
7,tamera-young,"AUG 11, 2017",ATL vs. NYL,L,10,1 - 4,0 - 1,0 - 0,0,1,1,0,1,1,1,3,2
8,tamera-young,"AUG 08, 2017",ATL vs. MIN,L,12,2 - 6,0 - 1,0 - 0,0,2,2,0,0,1,1,0,4
9,tamera-young,"AUG 05, 2017",ATL @ CHI,L,20,4 - 12,0 - 3,2 - 2,0,1,1,2,0,0,1,3,10
10,tamera-young,"AUG 03, 2017",ATL @ MIN,L,13,1 - 5,1 - 1,0 - 0,0,1,1,2,0,1,1,0,3
11,tamera-young,"JUL 30, 2017",CHI vs. NYL,L,26,0 - 7,0 - 1,5 - 6,0,3,3,3,1,1,1,2,5
12,tamera-young,"JUL 28, 2017",CHI vs. PHO,L,27,3 - 9,0 - 2,1 - 2,0,3,3,1,2,0,2,1,7
13,tamera-young,"JUL 25, 2017",CHI @ CON,L,25,2 - 9,0 - 3,0 - 0,0,1,1,5,0,0,1,0,4
14,tamera-young,"JUL 20, 2017",CHI @ LAS,W,29,1 - 8,0 - 4,5 - 6,4,3,7,1,2,0,4,3,7
15,tamera-young,"JUL 18, 2017",CHI @ SEA,W,31,5 - 12,1 - 4,0 - 0,1,1,2,0,4,1,2,2,11
16,tamera-young,"JUL 16, 2017",CHI @ DAL,L,29,4 - 10,1 - 3,0 - 0,2,2,4,2,0,0,2,6,9
17,tamera-young,"JUL 14, 2017",CHI @ NYL,W,20,2 - 7,2 - 2,0 - 0,0,7,7,1,0,0,1,1,6
18,tamera-young,"JUL 12, 2017",CHI vs. DAL,W,24,4 - 7,2 - 3,0 - 0,2,2,4,5,0,1,1,0,10
19,tamera-young,"JUL 08, 2017",CHI vs. MIN,W,27,7 - 10,1 - 3,3 - 4,2,1,3,5,0,0,2,1,18
20,tamera-young,"JUN 30, 2017",CHI @ SAN,L,27,3 - 8,1 - 3,3 - 4,0,2,2,1,3,0,1,2,10
21,tamera-young,"JUN 28, 2017",CHI vs. IND,L,18,1 - 5,0 - 0,0 - 0,0,2,2,0,0,0,1,3,2
22,tamera-young,"JUN 25, 2017",CHI vs. WAS,L,28,1 - 8,0 - 2,0 - 0,1,4,5,3,1,0,2,2,2
23,tamera-young,"JUN 23, 2017",CHI @ ATL,W,24,1 - 6,0 - 1,0 - 0,1,4,5,5,2,0,3,2,2
24,tamera-young,"JUN 18, 2017",CHI vs. IND,L,33,6 - 10,2 - 2,2 - 2,0,5,5,5,0,2,4,2,16
25,tamera-young,"JUN 16, 2017",CHI @ PHO,L,30,3 - 11,1 - 4,1 - 3,1,3,4,1,1,0,1,1,8
26,tamera-young,"JUN 10, 2017",CHI @ SAN,W,40,9 - 17,1 - 3,2 - 3,1,6,7,3,3,1,4,3,21
27,tamera-young,"JUN 06, 2017",CHI @ LAS,L,30,2 - 8,0 - 3,0 - 0,0,3,3,2,2,0,2,1,4
28,tamera-young,"JUN 01, 2017",CHI vs. PHO,L,24,4 - 8,3 - 3,0 - 0,0,0,0,2,1,0,3,1,11
29,tamera-young,"MAY 28, 2017",CHI vs. CON,L,33,6 - 16,2 - 6,3 - 5,0,3,3,1,1,2,3,5,17
30,tamera-young,"MAY 26, 2017",CHI @ WAS,L,31,6 - 13,1 - 1,3 - 4,0,3,3,1,1,0,2,5,16
31,tamera-young,"MAY 24, 2017",CHI vs. WAS,L,32,5 - 12,1 - 3,3 - 4,1,4,5,3,1,1,3,3,14
32,tamera-young,"MAY 21, 2017",CHI @ ATL,W,38,5 - 13,1 - 2,1 - 3,0,3,3,2,2,0,4,3,12
33,tamera-young,"MAY 19, 2017",CHI vs. ATL,L,38,5 - 21,2 - 5,6 - 6,1,2,3,3,4,0,3,4,18
34,tamera-young,"MAY 14, 2017",CHI @ MIN,L,32,6 - 14,0 - 1,2 - 6,1,7,8,4,2,1,1,2,14
0,chelsea-gray,"SEP 03, 2017",LAS vs. CON,W,33,5 - 9,0 - 0,0 - 0,1,2,3,7,1,0,2,1,10
1,chelsea-gray,"SEP 01, 2017",LAS vs. ATL,W,22,3 - 5,2 - 3,0 - 0,0,4,4,4,2,0,0,0,8
2,chelsea-gray,"AUG 27, 2017",LAS vs. MIN,W,39,6 - 12,1 - 4,3 - 4,1,5,6,5,3,0,1,0,16
3,chelsea-gray,"AUG 24, 2017",LAS @ PHO,W,34,5 - 11,2 - 3,0 - 0,0,1,1,3,1,1,1,2,12
4,chelsea-gray,"AUG 22, 2017",LAS vs. SAN,W,34,6 - 11,5 - 8,0 - 0,1,2,3,5,0,0,2,3,17
5,chelsea-gray,"AUG 18, 2017",LAS @ CHI,W,48,7 - 17,4 - 6,2 - 2,2,3,5,10,4,0,0,1,20
6,chelsea-gray,"AUG 16, 2017",LAS @ WAS,W,26,4 - 6,0 - 0,2 - 2,2,1,3,3,2,0,2,3,10
7,chelsea-gray,"AUG 13, 2017",LAS @ NYL,L,35,5 - 10,3 - 6,2 - 2,0,1,1,2,0,1,1,4,15
8,chelsea-gray,"AUG 11, 2017",LAS @ MIN,W,37,8 - 17,2 - 5,5 - 5,0,3,3,3,2,0,2,1,23
9,chelsea-gray,"AUG 06, 2017",LAS @ DAL,L,36,3 - 11,0 - 4,6 - 6,1,7,8,4,1,0,0,3,12
10,chelsea-gray,"AUG 04, 2017",LAS vs. NYL,W,29,5 - 9,1 - 2,0 - 0,1,6,7,3,1,0,2,2,11
11,chelsea-gray,"JUL 30, 2017",LAS vs. DAL,W,32,7 - 12,2 - 4,0 - 0,0,7,7,8,3,1,1,3,16
12,chelsea-gray,"JUL 28, 2017",LAS @ SAN,W,27,3 - 6,1 - 3,0 - 0,0,1,1,3,1,0,3,2,7
13,chelsea-gray,"JUL 25, 2017",LAS vs. SEA,W,35,3 - 11,0 - 2,2 - 2,2,2,4,5,0,0,3,2,8
14,chelsea-gray,"JUL 20, 2017",LAS vs. CHI,L,35,8 - 12,1 - 3,0 - 2,0,1,1,6,0,0,2,0,17
15,chelsea-gray,"JUL 17, 2017",LAS vs. IND,W,32,7 - 9,1 - 2,1 - 2,1,3,4,5,0,0,4,1,16
16,chelsea-gray,"JUL 13, 2017",LAS vs. CON,W,31,6 - 11,4 - 5,1 - 1,1,1,2,3,1,0,2,2,17
17,chelsea-gray,"JUL 08, 2017",LAS @ SEA,L,34,4 - 10,0 - 3,0 - 0,1,0,1,6,2,1,1,1,8
18,chelsea-gray,"JUL 06, 2017",LAS @ MIN,L,34,6 - 13,3 - 6,1 - 2,0,0,0,2,2,0,4,3,16
19,chelsea-gray,"JUL 02, 2017",LAS vs. WAS,W,35,5 - 18,3 - 5,4 - 6,1,5,6,3,0,0,0,2,17
20,chelsea-gray,"JUN 30, 2017",LAS @ ATL,W,34,7 - 12,3 - 5,3 - 3,1,1,2,4,0,1,2,3,20
21,chelsea-gray,"JUN 27, 2017",LAS @ CON,W,37,5 - 7,0 - 0,5 - 7,0,2,2,5,1,0,3,0,15
22,chelsea-gray,"JUN 24, 2017",LAS @ IND,W,35,6 - 13,2 - 3,3 - 3,0,4,4,4,0,0,3,3,17
23,chelsea-gray,"JUN 18, 2017",LAS vs. PHO,W,23,4 - 7,1 - 2,3 - 4,1,4,5,3,0,0,1,2,12
24,chelsea-gray,"JUN 15, 2017",LAS vs. SAN,W,33,5 - 9,1 - 1,8 - 9,0,2,2,3,1,0,4,3,19
25,chelsea-gray,"JUN 13, 2017",LAS vs. DAL,W,33,8 - 10,1 - 2,7 - 7,0,4,4,5,1,0,1,5,24
26,chelsea-gray,"JUN 10, 2017",LAS @ PHO,W,36,8 - 13,1 - 4,7 - 10,0,3,3,8,1,1,2,3,24
27,chelsea-gray,"JUN 09, 2017",LAS @ DAL,L,34,3 - 5,1 - 2,4 - 4,0,5,5,3,0,0,2,3,11
28,chelsea-gray,"JUN 06, 2017",LAS vs. CHI,W,31,2 - 10,0 - 3,1 - 3,0,4,4,5,0,1,0,1,5
29,chelsea-gray,"MAY 30, 2017",LAS @ NYL,W,34,3 - 7,0 - 1,2 - 2,1,2,3,6,1,1,2,3,8
30,chelsea-gray,"MAY 27, 2017",LAS @ ATL,L,32,9 - 14,3 - 5,4 - 5,0,2,2,1,1,0,6,3,25
31,chelsea-gray,"MAY 24, 2017",LAS @ IND,L,32,6 - 11,3 - 4,1 - 1,0,2,2,2,1,0,3,1,16
32,chelsea-gray,"MAY 19, 2017",LAS vs. WAS,W,32,6 - 12,0 - 1,4 - 4,2,1,3,4,1,0,2,4,16
33,chelsea-gray,"MAY 13, 2017",LAS vs. SEA,W,28,6 - 13,2 - 3,0 - 0,1,1,2,8,2,0,1,4,14
0,sandrine-gruda,"SEP 03, 2017",LAS vs. CON,W,3,0 - 2,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
1,sandrine-gruda,"SEP 01, 2017",LAS vs. ATL,W,11,3 - 5,0 - 0,0 - 0,1,1,2,0,0,0,3,2,6
2,sandrine-gruda,"AUG 24, 2017",LAS @ PHO,W,2,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0
3,sandrine-gruda,"AUG 22, 2017",LAS vs. SAN,W,3,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,0,0,0
4,sandrine-gruda,"AUG 16, 2017",LAS @ WAS,W,5,0 - 1,0 - 0,0 - 0,0,1,1,0,0,0,2,1,0
5,sandrine-gruda,"AUG 13, 2017",LAS @ NYL,L,2,1 - 2,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
6,sandrine-gruda,"AUG 04, 2017",LAS vs. NYL,W,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
0,tiffany-jackson-jones,"SEP 03, 2017",LAS vs. CON,W,3,0 - 0,0 - 0,0 - 0,1,0,1,0,0,0,1,0,0
1,tiffany-jackson-jones,"SEP 01, 2017",LAS vs. ATL,W,13,0 - 1,0 - 0,1 - 2,1,4,5,0,1,0,2,3,1
2,tiffany-jackson-jones,"AUG 27, 2017",LAS vs. MIN,W,3,0 - 0,0 - 0,0 - 0,1,0,1,0,0,0,1,1,0
3,tiffany-jackson-jones,"AUG 24, 2017",LAS @ PHO,W,4,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,0,0,0
4,tiffany-jackson-jones,"AUG 22, 2017",LAS vs. SAN,W,5,0 - 0,0 - 0,0 - 0,0,2,2,0,0,0,0,1,0
5,tiffany-jackson-jones,"AUG 16, 2017",LAS @ WAS,W,6,3 - 4,0 - 0,0 - 0,0,0,0,0,0,0,0,3,6
6,tiffany-jackson-jones,"AUG 13, 2017",LAS @ NYL,L,1,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0
7,tiffany-jackson-jones,"AUG 06, 2017",LAS @ DAL,L,5,1 - 2,0 - 0,0 - 0,0,0,0,0,0,1,0,0,2
8,tiffany-jackson-jones,"AUG 04, 2017",LAS vs. NYL,W,5,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,0,1,0
9,tiffany-jackson-jones,"JUL 30, 2017",LAS vs. DAL,W,12,0 - 1,0 - 0,0 - 0,1,3,4,1,0,0,0,1,0
10,tiffany-jackson-jones,"JUL 28, 2017",LAS @ SAN,W,5,1 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
11,tiffany-jackson-jones,"JUL 25, 2017",LAS vs. SEA,W,4,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,1,1,0
12,tiffany-jackson-jones,"JUL 17, 2017",LAS vs. IND,W,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
13,tiffany-jackson-jones,"JUL 13, 2017",LAS vs. CON,W,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
14,tiffany-jackson-jones,"JUL 08, 2017",LAS @ SEA,L,1,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,1,0,0
15,tiffany-jackson-jones,"JUL 06, 2017",LAS @ MIN,L,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
16,tiffany-jackson-jones,"JUN 30, 2017",LAS @ ATL,W,3,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,0,1,0
17,tiffany-jackson-jones,"JUN 27, 2017",LAS @ CON,W,3,1 - 2,0 - 0,0 - 0,0,0,0,0,0,0,1,3,2
18,tiffany-jackson-jones,"JUN 24, 2017",LAS @ IND,W,7,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,0,2,0
19,tiffany-jackson-jones,"JUN 18, 2017",LAS vs. PHO,W,13,1 - 4,0 - 1,0 - 0,0,1,1,0,1,1,0,0,2
20,tiffany-jackson-jones,"JUN 15, 2017",LAS vs. SAN,W,2,1 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
21,tiffany-jackson-jones,"JUN 09, 2017",LAS @ DAL,L,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
22,tiffany-jackson-jones,"JUN 06, 2017",LAS vs. CHI,W,1,0 - 0,0 - 0,4 - 6,0,1,1,0,0,0,0,0,4
23,tiffany-jackson-jones,"MAY 24, 2017",LAS @ IND,L,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,1,1,0
24,tiffany-jackson-jones,"MAY 19, 2017",LAS vs. WAS,W,16,0 - 1,0 - 0,0 - 0,0,3,3,2,0,1,2,1,0
25,tiffany-jackson-jones,"MAY 13, 2017",LAS vs. SEA,W,32,4 - 9,0 - 0,0 - 0,4,4,8,0,0,0,2,2,8
0,jantel-lavender,"SEP 03, 2017",LAS vs. CON,W,20,5 - 11,0 - 0,1 - 1,0,2,2,0,0,0,1,2,11
1,jantel-lavender,"SEP 01, 2017",LAS vs. ATL,W,18,5 - 7,1 - 1,1 - 1,1,0,1,0,1,0,1,4,12
2,jantel-lavender,"AUG 27, 2017",LAS vs. MIN,W,17,3 - 5,0 - 1,2 - 2,0,4,4,0,0,0,1,1,8
3,jantel-lavender,"AUG 24, 2017",LAS @ PHO,W,16,2 - 6,0 - 1,0 - 0,1,2,3,1,0,0,2,1,4
4,jantel-lavender,"AUG 22, 2017",LAS vs. SAN,W,19,6 - 10,0 - 1,2 - 2,0,1,1,0,0,0,1,0,14
5,jantel-lavender,"AUG 18, 2017",LAS @ CHI,W,13,5 - 6,0 - 0,0 - 0,0,1,1,1,1,0,1,0,10
6,jantel-lavender,"AUG 16, 2017",LAS @ WAS,W,20,4 - 7,0 - 0,0 - 0,3,4,7,3,0,0,1,1,8
7,jantel-lavender,"AUG 13, 2017",LAS @ NYL,L,17,3 - 8,0 - 0,0 - 0,3,2,5,0,0,0,1,0,6
8,jantel-lavender,"AUG 11, 2017",LAS @ MIN,W,15,1 - 5,0 - 0,2 - 2,0,2,2,0,0,0,0,1,4
9,jantel-lavender,"AUG 06, 2017",LAS @ DAL,L,14,1 - 5,0 - 0,0 - 0,1,0,1,0,0,0,1,2,2
10,jantel-lavender,"AUG 04, 2017",LAS vs. NYL,W,17,2 - 4,0 - 0,0 - 0,2,2,4,0,0,0,2,3,4
11,jantel-lavender,"JUL 30, 2017",LAS vs. DAL,W,21,4 - 8,0 - 3,0 - 0,1,3,4,3,0,1,3,1,8
12,jantel-lavender,"JUL 28, 2017",LAS @ SAN,W,25,8 - 13,2 - 3,0 - 0,1,2,3,0,1,0,0,0,18
13,jantel-lavender,"JUL 25, 2017",LAS vs. SEA,W,28,7 - 13,0 - 1,0 - 0,4,2,6,3,1,0,2,1,14
14,jantel-lavender,"JUL 20, 2017",LAS vs. CHI,L,12,3 - 5,1 - 1,0 - 0,1,6,7,0,0,0,2,1,7
15,jantel-lavender,"JUL 17, 2017",LAS vs. IND,W,19,2 - 4,0 - 0,1 - 2,0,1,1,3,1,0,1,1,5
16,jantel-lavender,"JUL 13, 2017",LAS vs. CON,W,14,2 - 5,0 - 1,0 - 0,2,1,3,0,0,0,0,0,4
17,jantel-lavender,"JUL 08, 2017",LAS @ SEA,L,21,3 - 11,1 - 1,3 - 3,2,2,4,0,0,0,0,0,10
18,jantel-lavender,"JUL 06, 2017",LAS @ MIN,L,16,3 - 4,0 - 0,0 - 0,0,3,3,0,0,0,3,2,6
19,jantel-lavender,"JUL 02, 2017",LAS vs. WAS,W,17,2 - 4,0 - 0,0 - 0,1,3,4,0,0,0,3,1,4
20,jantel-lavender,"JUN 30, 2017",LAS @ ATL,W,15,2 - 4,0 - 0,0 - 0,0,2,2,0,0,0,2,1,4
21,jantel-lavender,"JUN 27, 2017",LAS @ CON,W,21,4 - 9,0 - 0,0 - 0,2,3,5,0,0,0,1,3,8
22,jantel-lavender,"JUN 24, 2017",LAS @ IND,W,13,2 - 4,0 - 1,0 - 0,2,1,3,1,0,2,1,1,4
23,jantel-lavender,"JUN 18, 2017",LAS vs. PHO,W,16,3 - 6,0 - 0,1 - 2,0,1,1,1,0,0,1,3,7
24,jantel-lavender,"JUN 15, 2017",LAS vs. SAN,W,17,3 - 5,0 - 0,2 - 3,1,3,4,1,0,1,1,1,8
25,jantel-lavender,"JUN 13, 2017",LAS vs. DAL,W,20,5 - 8,0 - 1,0 - 0,0,1,1,3,0,0,1,1,10
26,jantel-lavender,"JUN 10, 2017",LAS @ PHO,W,17,3 - 6,0 - 0,3 - 4,0,4,4,3,1,0,2,1,9
27,jantel-lavender,"JUN 09, 2017",LAS @ DAL,L,8,1 - 4,0 - 0,0 - 0,0,0,0,0,0,0,1,1,2
28,jantel-lavender,"JUN 06, 2017",LAS vs. CHI,W,15,1 - 6,0 - 0,2 - 2,2,1,3,1,1,0,0,2,4
29,jantel-lavender,"MAY 30, 2017",LAS @ NYL,W,13,3 - 7,0 - 0,0 - 0,0,2,2,1,1,0,2,1,6
30,jantel-lavender,"MAY 27, 2017",LAS @ ATL,L,21,4 - 7,0 - 0,2 - 2,3,2,5,2,0,0,2,2,10
31,jantel-lavender,"MAY 24, 2017",LAS @ IND,L,17,2 - 6,0 - 0,0 - 0,0,1,1,2,1,1,0,1,4
0,nneka-ogwumike,"SEP 03, 2017",LAS vs. CON,W,30,10 - 15,0 - 1,1 - 1,1,4,5,3,5,0,2,2,21
1,nneka-ogwumike,"SEP 01, 2017",LAS vs. ATL,W,19,6 - 8,0 - 0,1 - 1,0,6,6,1,1,3,1,2,13
2,nneka-ogwumike,"AUG 27, 2017",LAS vs. MIN,W,24,4 - 9,0 - 3,0 - 1,1,5,6,4,1,0,1,5,8
3,nneka-ogwumike,"AUG 24, 2017",LAS @ PHO,W,29,9 - 17,0 - 0,3 - 3,2,8,10,1,3,1,1,4,21
4,nneka-ogwumike,"AUG 22, 2017",LAS vs. SAN,W,30,9 - 15,0 - 2,4 - 6,1,13,14,4,3,0,2,3,22
5,nneka-ogwumike,"AUG 18, 2017",LAS @ CHI,W,47,13 - 24,2 - 3,4 - 5,5,5,10,4,3,0,2,3,32
6,nneka-ogwumike,"AUG 16, 2017",LAS @ WAS,W,22,8 - 11,0 - 0,2 - 2,2,3,5,0,2,0,3,3,18
7,nneka-ogwumike,"AUG 13, 2017",LAS @ NYL,L,32,5 - 13,0 - 2,2 - 2,0,6,6,3,0,0,2,4,12
8,nneka-ogwumike,"AUG 11, 2017",LAS @ MIN,W,37,1 - 8,0 - 1,1 - 1,2,6,8,4,1,0,4,3,3
9,nneka-ogwumike,"AUG 06, 2017",LAS @ DAL,L,36,7 - 15,1 - 3,6 - 6,0,7,7,1,2,1,1,4,21
10,nneka-ogwumike,"AUG 04, 2017",LAS vs. NYL,W,30,6 - 12,1 - 2,4 - 4,2,4,6,2,1,0,0,1,17
11,nneka-ogwumike,"JUL 30, 2017",LAS vs. DAL,W,25,10 - 13,0 - 0,2 - 2,0,7,7,2,1,0,2,2,22
12,nneka-ogwumike,"JUL 28, 2017",LAS @ SAN,W,27,5 - 14,0 - 2,1 - 2,1,5,6,2,1,0,0,2,11
13,nneka-ogwumike,"JUL 25, 2017",LAS vs. SEA,W,32,5 - 11,0 - 2,3 - 6,1,9,10,2,2,1,2,2,13
14,nneka-ogwumike,"JUL 20, 2017",LAS vs. CHI,L,34,9 - 20,2 - 3,4 - 4,3,7,10,0,0,0,1,4,24
15,nneka-ogwumike,"JUL 17, 2017",LAS vs. IND,W,32,7 - 13,0 - 1,0 - 0,2,10,12,6,3,0,0,0,14
16,nneka-ogwumike,"JUL 13, 2017",LAS vs. CON,W,34,10 - 14,2 - 3,7 - 7,1,10,11,2,1,1,0,4,29
17,nneka-ogwumike,"JUL 08, 2017",LAS @ SEA,L,35,7 - 11,1 - 2,6 - 7,3,6,9,0,3,2,3,3,21
18,nneka-ogwumike,"JUL 06, 2017",LAS @ MIN,L,30,10 - 16,0 - 2,7 - 8,6,8,14,1,3,0,3,5,27
19,nneka-ogwumike,"JUL 02, 2017",LAS vs. WAS,W,31,5 - 8,1 - 1,4 - 5,1,4,5,3,3,1,2,4,15
20,nneka-ogwumike,"JUN 30, 2017",LAS @ ATL,W,32,3 - 9,0 - 0,5 - 6,1,6,7,1,2,0,6,2,11
21,nneka-ogwumike,"JUN 27, 2017",LAS @ CON,W,32,9 - 13,1 - 2,2 - 3,3,6,9,2,2,1,0,1,21
22,nneka-ogwumike,"JUN 24, 2017",LAS @ IND,W,30,8 - 10,0 - 0,5 - 5,1,5,6,2,2,1,1,3,21
23,nneka-ogwumike,"JUN 18, 2017",LAS vs. PHO,W,21,8 - 9,0 - 0,2 - 2,2,5,7,2,0,0,1,2,18
24,nneka-ogwumike,"JUN 15, 2017",LAS vs. SAN,W,30,5 - 12,0 - 1,6 - 7,2,7,9,2,0,1,0,2,16
25,nneka-ogwumike,"JUN 13, 2017",LAS vs. DAL,W,32,7 - 8,0 - 0,7 - 7,1,3,4,1,0,0,0,1,21
26,nneka-ogwumike,"JUN 10, 2017",LAS @ PHO,W,32,5 - 8,1 - 2,2 - 2,1,4,5,4,4,1,1,2,13
27,nneka-ogwumike,"JUN 09, 2017",LAS @ DAL,L,33,11 - 20,0 - 1,6 - 6,5,8,13,0,3,2,3,4,28
28,nneka-ogwumike,"JUN 06, 2017",LAS vs. CHI,W,35,5 - 17,1 - 3,9 - 11,1,10,11,3,4,1,0,1,20
29,nneka-ogwumike,"MAY 30, 2017",LAS @ NYL,W,33,9 - 13,0 - 1,4 - 6,4,3,7,1,4,0,1,5,22
30,nneka-ogwumike,"MAY 27, 2017",LAS @ ATL,L,28,5 - 11,0 - 0,5 - 6,4,3,7,1,0,1,2,5,15
31,nneka-ogwumike,"MAY 24, 2017",LAS @ IND,L,27,7 - 10,0 - 1,10 - 11,2,3,5,2,0,0,1,5,24
32,nneka-ogwumike,"MAY 19, 2017",LAS vs. WAS,W,34,6 - 8,2 - 3,9 - 9,0,3,3,3,0,0,1,2,23
33,nneka-ogwumike,"MAY 13, 2017",LAS vs. SEA,W,38,10 - 20,3 - 6,0 - 0,0,3,3,3,3,0,3,4,23
0,candace-parker,"SEP 03, 2017",LAS vs. CON,W,31,5 - 13,0 - 2,2 - 2,0,14,14,4,2,2,3,3,12
1,candace-parker,"SEP 01, 2017",LAS vs. ATL,W,22,6 - 11,0 - 3,3 - 5,0,4,4,5,1,0,2,1,15
2,candace-parker,"AUG 27, 2017",LAS vs. MIN,W,36,9 - 17,3 - 6,3 - 5,3,7,10,3,2,0,2,2,24
3,candace-parker,"AUG 24, 2017",LAS @ PHO,W,30,5 - 11,2 - 2,0 - 0,0,7,7,2,0,0,2,4,12
4,candace-parker,"AUG 22, 2017",LAS vs. SAN,W,24,4 - 12,1 - 6,3 - 4,0,5,5,6,1,0,1,2,12
5,candace-parker,"AUG 18, 2017",LAS @ CHI,W,40,11 - 22,3 - 7,4 - 4,1,11,12,6,2,2,2,3,29
6,candace-parker,"AUG 16, 2017",LAS @ WAS,W,27,9 - 14,1 - 3,2 - 3,1,6,7,2,0,2,3,2,21
7,candace-parker,"AUG 13, 2017",LAS @ NYL,L,30,4 - 12,2 - 7,4 - 4,1,6,7,2,3,2,1,1,14
8,candace-parker,"AUG 11, 2017",LAS @ MIN,W,32,5 - 12,3 - 6,6 - 7,1,9,10,3,1,2,3,5,19
9,candace-parker,"AUG 06, 2017",LAS @ DAL,L,33,7 - 15,1 - 5,6 - 6,1,8,9,2,4,1,5,4,21
10,candace-parker,"AUG 04, 2017",LAS vs. NYL,W,27,8 - 13,3 - 6,5 - 9,0,4,4,6,1,1,2,4,24
11,candace-parker,"JUL 30, 2017",LAS vs. DAL,W,26,10 - 12,1 - 2,2 - 2,3,7,10,5,1,0,3,2,23
12,candace-parker,"JUL 28, 2017",LAS @ SAN,W,34,4 - 10,0 - 0,3 - 4,0,17,17,11,0,4,3,1,11
13,candace-parker,"JUL 25, 2017",LAS vs. SEA,W,31,6 - 15,1 - 3,4 - 5,4,6,10,2,4,1,1,5,17
14,candace-parker,"JUL 20, 2017",LAS vs. CHI,L,35,7 - 14,0 - 3,5 - 7,0,6,6,5,4,1,4,0,19
15,candace-parker,"JUL 17, 2017",LAS vs. IND,W,26,6 - 12,0 - 1,2 - 2,1,8,9,3,3,4,4,1,14
16,candace-parker,"JUL 13, 2017",LAS vs. CON,W,32,8 - 15,1 - 5,3 - 3,1,8,9,6,1,2,7,4,20
17,candace-parker,"JUL 08, 2017",LAS @ SEA,L,23,4 - 11,2 - 5,0 - 0,2,6,8,1,1,2,1,2,10
18,candace-parker,"JUL 06, 2017",LAS @ MIN,L,32,1 - 6,0 - 2,0 - 0,0,3,3,3,0,2,4,1,2
19,candace-parker,"JUL 02, 2017",LAS vs. WAS,W,35,7 - 18,1 - 2,2 - 2,7,4,11,4,1,1,0,1,17
20,candace-parker,"JUN 30, 2017",LAS @ ATL,W,30,9 - 15,2 - 3,1 - 4,3,10,13,5,2,1,5,1,21
21,candace-parker,"JUN 27, 2017",LAS @ CON,W,29,4 - 8,1 - 3,5 - 8,1,6,7,3,1,5,1,4,14
22,candace-parker,"JUN 24, 2017",LAS @ IND,W,31,7 - 13,2 - 4,2 - 4,0,13,13,7,3,2,5,4,18
23,candace-parker,"JUN 18, 2017",LAS vs. PHO,W,22,4 - 10,2 - 5,7 - 7,0,8,8,6,0,3,1,1,17
24,candace-parker,"JUN 15, 2017",LAS vs. SAN,W,34,7 - 15,0 - 3,6 - 7,1,3,4,4,1,2,4,0,20
25,candace-parker,"JUN 13, 2017",LAS vs. DAL,W,28,7 - 12,3 - 4,0 - 0,0,7,7,5,1,1,3,3,17
26,candace-parker,"JUN 10, 2017",LAS @ PHO,W,30,5 - 14,2 - 5,2 - 4,1,4,5,3,0,0,4,2,14
27,candace-parker,"JUN 09, 2017",LAS @ DAL,L,38,11 - 20,2 - 5,1 - 1,1,5,6,4,1,2,1,2,25
28,candace-parker,"JUN 06, 2017",LAS vs. CHI,W,30,4 - 10,1 - 3,3 - 4,1,4,5,2,2,2,4,2,12
